"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062";"Locus.Identifier";"Annotation"
"263237_at";18337;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6119;"0.008";"0,0001";"AT1G10610";"DNA binding / transcription factor"
"263243_at";18343;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.413;"0.0468";"0.0011";"AT2G31350";"GLX2-5 (GLYOXALASE 2-5); hydroxyacylglutathione hydrolase/ iron ion binding / zinc ion binding"
"263249_at";18349;NA;NA;NA;2.7446;0.0544;"0,0001";NA;NA;NA;1.5208;"0.0183";"0,0003";"AT2G31360";"ADS2 (16:0DELTA9 ARABIDOPSIS DESATURASE 2); oxidoreductase"
"263275_at";18375;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3526;"0.0733";"0.0023";"AT2G14170";"ALDH6B2 (Aldehyde dehydrogenase 6B2); 3-chloroallyl aldehyde dehydrogenase"
"263281_at";18381;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5584;"0.016";"0,0002";"AT2G14160";"nucleic acid binding"
"263296_at";18396;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6879;"0.0581";"0.0028";"AT2G38800";"calmodulin-binding protein-related"
"263318_at";18418;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1588;"0";"0";"AT2G24762";"ATGDU4 (ARABIDOPSIS THALIANA GLUTAMINE DUMPER 4)"
"263319_at";18419;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1983;"0";"0";"AT2G47160";"BOR1 (REQUIRES HIGH BORON 1); anion exchanger"
"263325_at";18425;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5648;"0.013";"0,0004";"AT2G04240";"XERICO; protein binding / zinc ion binding"
"263330_at";18430;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4496;"0.004";"0,0001";"AT2G15320";"leucine-rich repeat family protein"
"263369_at";18469;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3897;"0.0966";"0.0036";"AT2G20480";"similar to unknown [Populus trichocarpa] (GB:ABK93010.1); similar to hypothetical protein OsI_030526 [Oryza sativa (indica cultivar-group)] (GB:EAZ09294.1); similar to Os09g0446000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063306.1)"
"263379_at";18479;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5756;"0.0162";"0,0005";"AT2G40140";"CZF1/ZFAR1; transcription factor"
"263386_at";18486;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6947;"0.0511";"0.0024";"AT2G40150";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G55990.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41384.1); contains InterPro domain Protein of unknown function DUF231, plant (InterPro:IPR004253)"
"263402_at";18502;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6246;"0.0243";"0,0009";"AT2G04050";"MATE efflux family protein"
"263403_at";18503;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4039;"0.0021";"0";"AT2G04040";"ATDTX1; antiporter/ multidrug efflux pump/ multidrug transporter/ transporter"
"263421_at";18521;2.0149;"0.0917";"0,0006";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G17230";"phosphate-responsive 1 family protein"
"263434_at";18534;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6316;"0.0124";"0,0002";"AT2G28610";"PRS (PRESSED FLOWER); transcription factor"
"263438_at";18538;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6324;"0.0067";"0,0001";"AT2G28660";"copper-binding family protein"
"263443_at";18543;2.2767;"0.0708";"0,0004";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G28630";"beta-ketoacyl-CoA synthase family protein"
"263452_at";18552;NA;NA;NA;13.0777;0.005;"0";6.6574;0.0083;"0";2.9355;"0,0002";"0";"AT2G22190";"trehalose-phosphatase"
"263467_at";18567;NA;NA;NA;3.9448;0.0238;"0";NA;NA;NA;1.5204;"0.0193";"0,0003";"AT2G31730";"ethylene-responsive protein, putative"
"263477_at";18577;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3414;"0.0787";"0.0026";"AT2G31790";"UDP-glucoronosyl/UDP-glucosyl transferase family protein"
"263482_at";18582;14.045;"0";"0";3.2532;0.0324;"0,0001";NA;NA;NA;NA;NA;NA;"AT2G03980";"GDSL-motif lipase/hydrolase family protein"
"263491_at";18591;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7296;"0.0851";"0.0046";"AT2G42600";"ATPPC2 (PHOSPHOENOLPYRUVATE CARBOXYLASE 2); phosphoenolpyruvate carboxylase"
"263495_at";18595;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4826;"0.0072";"0,0002";"AT2G42530";"COR15B"
"263498_at";18598;0.477;"0.0818";"0,0006";NA;NA;NA;NA;NA;NA;0.4637;"0.0046";"0,0001";"AT2G42610";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G07090.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN66524.1); contains InterPro domain Protein of unknown function DUF640 (InterPro:IPR006936)"
"263513_at";18613;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4335;"0.0404";"0,0009";"AT2G12400";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G25270.1); similar to hypothetical protein OsJ_008445 [Oryza sativa (japonica cultivar-group)] (GB:EAZ24962.1)"
"263515_at";18615;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4377;"0.0422";"0.001";"AT2G21640";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G05570.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G39235.1); similar to hypothetical protein OsI_027197 [Oryza sativa (indica cultivar-group)] (GB:EAZ05965.1)"
"263544_at";18644;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7003;"0.0675";"0.0034";"AT2G21590";"APL4 (large subunit of AGP 4); glucose-1-phosphate adenylyltransferase"
"263545_at";18645;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2294;"0";"0";"AT2G21560";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G39190.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN77202.1)"
"263565_at";18665;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5189;"0.0079";"0,0002";"AT2G15390";"FUT4 (fucosyltransferase 4); fucosyltransferase/ transferase, transferring glycosyl groups"
"263583_at";18683;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4928;"0.0253";"0,0004";"AT2G17130";"IDH2 (ISOCITRATE DEHYDROGENASE SUBUNIT 2); isocitrate dehydrogenase (NAD+)"
"263595_at";18695;2.0607;"0.081";"0,0005";3.4033;0.0292;"0,0001";NA;NA;NA;0.3952;"0.0019";"0";"AT2G01890";"PAP8 (PURPLE ACID PHOSPHATASE PRECURSOR); acid phosphatase/ protein serine/threonine phosphatase"
"263596_at";18696;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.652;"0.0774";"0.004";"AT2G01900";"endonuclease/exonuclease/phosphatase family protein"
"263603_at";18703;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.2796;"0";"0";"AT2G16340";"unknown protein"
"263653_at";18753;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3386;"0,0005";"0";"AT1G04310";"ERS2 (ETHYLENE RESPONSE SENSOR 2); receptor"
"263656_at";18756;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4367;"0.0381";"0,0008";"AT1G04240";"SHY2 (SHORT HYPOCOTYL 2); transcription factor"
"263664_at";18764;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.6955;"0";"0";"AT1G04250";"AXR3 (AUXIN RESISTANT 3); transcription factor"
"263680_at";18780;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5946;"0.0188";"0,0006";"AT1G26930";"kelch repeat-containing F-box family protein"
"263688_at";18788;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2918;"0,0002";"0";"AT1G26920";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G69760.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO48418.1)"
"263689_at";18789;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6397;"0.0554";"0.0027";"AT1G26820";"RNS3 (RIBONUCLEASE 3); endoribonuclease"
"263690_at";18790;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4148;"0.0023";"0";"AT1G26960";"ATHB23 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 23); DNA binding / transcription factor"
"263699_at";18799;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5736;"0.0189";"0,0003";"AT1G31120";"KUP10 (K+ transporter 10); potassium ion transmembrane transporter"
"263700_at";18800;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.385;"0.0556";"0.0015";"AT1G31150";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G36970.1); similar to hypothetical protein 23.t00036 [Brassica oleracea] (GB:ABD65624.1); contains InterPro domain Region of unknown function DUF1985 (InterPro:IPR015410)"
"263715_at";18815;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6559;"0.0597";"0.0029";"AT2G20570";"GPRI1 (GOLDEN2-LIKE 1); transcription factor"
"263726_at";18826;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4815;"0.0058";"0,0001";"AT2G13610";"ABC transporter family protein"
"263738_at";18838;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4024;"0.0019";"0";"AT1G60060";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G53900.2); similar to unnamed protein product [Vitis vinifera] (GB:CAO40921.1); contains domain PTHR13902:SF3 (PTHR13902:SF3); contains domain PTHR13902 (PTHR13902)"
"263765_at";18865;0.4941;"0.0928";"0,0008";NA;NA;NA;NA;NA;NA;1.3393;"0.0917";"0.0033";"AT2G21540";"SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative"
"263772_at";18872;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4424;"0.0376";"0,0008";"AT2G06255";"ELF4-L3 (ELF4-LIKE 3)"
"263775_at";18875;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5172;"0.0254";"0,0004";"AT2G46410";"CPC (CAPRICE); DNA binding / transcription factor"
"263776_s_at";18876;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.474;"0.0048";"0,0001";"AT2G46430;AT2G46440";"[AT2G46430, ATCNGC3 (CYCLIC NUCLEOTIDE GATED CHANNEL 3); calmodulin binding / cyclic nucleotide binding / ion channel];[AT2G46440, ATCNGC11 (cyclic nucleotide gated channel 11); calmodulin binding / cyclic nucleotide binding / ion channel]"
"263787_at";18887;2.5345;"0.046";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G46420";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G61700.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO39750.1); contains InterPro domain Conserved hypothetical protein CHP01589, plant (InterPro:IPR006476)"
"263788_at";18888;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4013;"0.0501";"0.0013";"AT2G24580";"sarcosine oxidase family protein"
"263823_s_at";18923;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3978;"0.0957";"0.0036";"AT2G40340;AT2G40350";"[AT2G40340, AP2 domain-containing transcription factor, putative (DRE2B)];[AT2G40350, DNA binding / transcription factor]"
"263827_at";18927;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7387;"0.0034";"0";"AT2G40420";"amino acid transporter family protein"
"263830_at";18930;0.4898;"0.0898";"0,0006";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G40260";"myb family transcription factor"
"263831_at";18931;0.4667;"0.0781";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G40300";"ATFER4 (FERRITIN 4); ferric iron binding"
"263836_at";18936;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.1909;"0";"0";"AT2G40330";"Bet v I allergen family protein"
"263847_at";18947;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5432;"0.0132";"0,0004";"AT2G36970";"UDP-glucoronosyl/UDP-glucosyl transferase family protein"
"263865_at";18965;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4726;"0.0053";"0,0001";"AT2G36910";"ATPGP1 (ARABIDOPSIS THALIANA P GLYCOPROTEIN1); calmodulin binding"
"263876_at";18976;0.3528;"0.0427";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G21880";"AtRABG2/AtRab7A (Arabidopsis Rab GTPase homolog G2); GTP binding"
"263898_at";18998;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5815;"0.0102";"0,0001";"AT2G21950";"SKIP6 (SKP1 INTERACTING PARTNER 6); ubiquitin-protein ligase"
"263900_at";19000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3598;"0.0724";"0.0022";"AT2G36290";"hydrolase, alpha/beta fold family protein"
"263919_at";19019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.38;"0.0013";"0";"AT2G36470";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G27770.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15960.1); contains InterPro domain Protein of unknown function DUF868, plant (InterPro:IPR008586)"
"263931_at";19031;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5694;"0.0151";"0,0005";"AT2G36220";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G52710.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15901.1)"
"263935_at";19035;2.4217;"0.054";"0,0003";NA;NA;NA;3.9688;0.0307;"0";1.3576;"0.0809";"0.0027";"AT2G35930";"U-box domain-containing protein"
"263942_at";19042;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7015;"0.056";"0.0027";"AT2G35860";"FLA16 (FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 16 PRECURSOR)"
"263945_at";19045;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3851;"0.0795";"0.0027";"AT2G36030";"unknown protein"
"263951_at";19051;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6977;"0.0961";"0.0054";"AT2G35960";"NHL12 (NDR1/HIN1-like 12)"
"263958_at";19058;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.415;"0.0605";"0.0017";"AT2G36240";"binding"
"263962_at";19062;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6794;"0.0485";"0.0022";"AT2G36350";"protein kinase, putative"
"263963_at";19063;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5075;"0.008";"0,0002";"AT2G36080";"DNA-binding protein, putative"
"263970_at";19070;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2416;"0,0001";"0";"AT2G42850";"CYP718 (cytochrome P450, family 718); oxygen binding"
"263971_at";19071;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4572;"0.0288";"0,0005";"AT2G42800";"leucine-rich repeat family protein"
"263985_at";19085;2.1283;"0.0776";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G42750";"DNAJ heat shock N-terminal domain-containing protein"
"263989_at";19089;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6112;"0.0221";"0,0008";"AT2G42880";"ATMPK20 (Arabidopsis thaliana MAP kinase 20); MAP kinase"
"264000_at";19100;2.3525;"0.0537";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G22500";"mitochondrial substrate carrier family protein"
"264006_at";19106;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5573;"0.0116";"0,0003";"AT2G22430";"ATHB6 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 6); transcription factor"
"264025_at";19125;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3459;"0,0005";"0";"AT2G21050";"amino acid permease, putative"
"264052_at";19152;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6056;"0.0105";"0,0001";"AT2G22330";"CYP79B3 (cytochrome P450, family 79, subfamily B, polypeptide 3); oxygen binding"
"264056_at";19156;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2352;"0,0001";"0";"AT2G28510";"Dof-type zinc finger domain-containing protein"
"264071_at";19171;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6714;"0.0422";"0.0019";"AT2G27920";"SCPL51; serine carboxypeptidase"
"264082_at";19182;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6154;"0.0231";"0,0008";"AT2G28570";"unknown protein"
"264091_at";19191;NA;NA;NA;NA;NA;NA;3.0358;0.0693;"0,0001";NA;NA;NA;"AT1G79110";"protein binding / zinc ion binding"
"264100_at";19200;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2793;"0,0002";"0";"AT1G78970";"LUP1 (LUPEOL SYNTHASE 1); lupeol synthase"
"264102_at";19202;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4008;"0.0615";"0.0017";"AT1G79270";"ECT8 (evolutionarily conserved C-terminal region 8)"
"264113_at";19213;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3629;"0.0834";"0.0029";"AT2G31260";"APG9 (AUTOPHAGY 9)"
"264145_at";19245;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.441;"0.0449";"0.001";"AT1G79310";"ATMC7 (METACASPASE 7); caspase"
"264146_at";19246;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6561;"0.037";"0.0016";"AT1G02205";"CER1 (ECERIFERUM 1)"
"264148_at";19248;2.5207;"0.0479";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G02220";"ANAC003 (Arabidopsis NAC domain containing protein 3); transcription factor"
"264157_at";19257;0.2049;"0.0023";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G65310";"ATXTH17 (XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 17); hydrolase, acting on glycosyl bonds"
"264170_at";19270;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.523;"0.0209";"0,0003";"AT1G02260";"transmembrane protein, putative"
"264191_at";19291;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3661;"0.0258";"0,0004";"AT1G54730";"sugar transporter, putative"
"264204_at";19304;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5745;"0.0151";"0,0005";"AT1G22710";"SUC2 (SUCROSE-PROTON SYMPORTER 2); carbohydrate transmembrane transporter/ sucrose transmembrane transporter/ sucrose:hydrogen symporter/ sugar:hydrogen ion symporter"
"264209_at";19309;0.4577;"0.0773";"0,0004";NA;NA;NA;NA;NA;NA;1.6736;"0.0056";"0,0001";"AT1G22740";"RAB7 (Ras-related protein 7); GTP binding"
"264213_at";19313;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4473;"0.0462";"0.0011";"AT1G65390";"ATPP2-A5; carbohydrate binding"
"264227_at";19327;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3267;"0.0918";"0.0033";"AT1G67500";"ATREV3 (Arabidopsis thaliana recovery protein 3); DNA binding"
"264229_at";19329;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3865;"0.0511";"0.0013";"AT1G67480";"kelch repeat-containing F-box family protein"
"264238_at";19338;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3766;"0.0703";"0.0021";"AT1G54740";"similar to structural constituent of ribosome [Arabidopsis thaliana] (TAIR:AT1G22110.1); similar to unknown [Populus trichocarpa x Populus deltoides] (GB:ABK96485.1)"
"264240_at";19340;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6251;"0.0266";"0.001";"AT1G54820";"protein kinase family protein"
"264247_at";19347;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7282;"0.0781";"0.0041";"AT1G60160";"potassium transporter family protein"
"264251_at";19351;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.419;"0.0815";"0.0028";"AT1G09190";"pentatricopeptide (PPR) repeat-containing protein"
"264252_at";19352;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3926;"0.0535";"0.0014";"AT1G09180";"ATSAR1/ATSARA1A (ARABIDOPSIS THALIANA SECRETION-ASSOCIATED RAS SUPER FAMILY 1); GTP binding"
"264261_at";19361;NA;NA;NA;NA;NA;NA;0.1691;0.0196;"0";NA;NA;NA;"AT1G09240";"nicotianamine synthase, putative"
"264277_at";19377;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6204;"0.0272";"0.001";"AT1G60390";"BURP domain-containing protein / polygalacturonase, putative"
"264279_s_at";19379;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6575;"0.0358";"0.0015";"AT1G78820;AT1G78830";"[AT1G78820, curculin-like (mannose-binding) lectin family protein / PAN domain-containing protein];[AT1G78830, curculin-like (mannose-binding) lectin family protein]"
"264280_at";19380;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5916;"0.0192";"0,0007";"AT1G61820";"BGLU46; hydrolase, hydrolyzing O-glycosyl compounds"
"264289_at";19389;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3447;"0.0832";"0.0029";"AT1G61890";"MATE efflux family protein"
"264299_s_at";19399;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.652;"0.0337";"0.0014";"AT1G78850;AT1G78860";"[AT1G78850, curculin-like (mannose-binding) lectin family protein];[AT1G78860, curculin-like (mannose-binding) lectin family protein]"
"264304_at";19404;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.328;"0.0965";"0.0036";"AT1G78895";"similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G16830.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41680.1)"
"264315_at";19415;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4423;"0.0034";"0,0001";"AT1G70370";"BURP domain-containing protein / polygalacturonase, putative"
"264319_at";19419;0.4915;"0.0943";"0,0008";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G04110";"SDD1 (STOMATAL DENSITY AND DISTRIBUTION); subtilase"
"264342_at";19442;0.4676;"0.0769";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G12080";"contains domain PTHR22683 (PTHR22683)"
"264361_at";19461;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4024;"0.0538";"0.0014";"AT1G03300";"agenet domain-containing protein"
"264363_at";19463;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4454;"0.0461";"0.0011";"AT1G03170";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G02810.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22484.1)"
"264370_at";19470;NA;NA;NA;14.5348;0.005;"0";7.1064;0.0045;"0";1.5592;"0.021";"0,0003";"AT1G12100";"lipid binding"
"264390_at";19490;0.4067;"0.05";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G11950";"transcription factor"
"264393_at";19493;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4564;"0.0336";"0,0007";"AT1G11880";"similar to unnamed protein product [Vitis vinifera] (GB:CAO22037.1); contains InterPro domain Mannosyltransferase, PIG-V (InterPro:IPR007315)"
"264397_at";19497;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4504;"0.0323";"0,0006";"no_match";"no_match"
"264433_at";19533;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5064;"0.0069";"0,0002";"AT1G61810";"BGLU45; hydrolase, hydrolyzing O-glycosyl compounds"
"264436_at";19536;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7303;"0.0034";"0";"AT1G10370";"ATGSTU17/ERD9/GST30/GST30B (EARLY-RESPONSIVE TO DEHYDRATION 9); glutathione transferase"
"264458_at";19558;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5598;"0.0119";"0,0003";"AT1G10410";"similar to CW14 [Arabidopsis thaliana] (TAIR:AT1G59650.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF98316.1); contains InterPro domain Protein of unknown function DUF1336 (InterPro:IPR009769)"
"264466_at";19566;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8838;"0.0016";"0";"AT1G10380";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G17350.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40998.1); contains domain PROKAR_LIPOPROTEIN (PS51257)"
"264504_at";19604;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4068;"0.0458";"0.0011";"AT1G09430";"ACLA-3 (ATP-citrate lyase A-3)"
"264507_at";19607;0.4023;"0.0467";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G09415";"NIMIN-3 (NIM1-INTERACTING 3)"
"264510_at";19610;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5003;"0.0072";"0,0002";"AT1G09530";"PAP3/PIF3/POC1 (PHYTOCHROME INTERACTING FACTOR 3); DNA binding / protein binding / transcription factor/ transcription regulator"
"264514_at";19614;15.578;"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G09500";"cinnamyl-alcohol dehydrogenase family / CAD family"
"264517_at";19617;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6274;"0.0257";"0.001";"AT1G10120";"DNA binding / transcription factor"
"264521_at";19621;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8783;"0.0016";"0";"AT1G10020";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G29310.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO61535.1); contains InterPro domain Protein of unknown function DUF1005 (InterPro:IPR010410)"
"264535_at";19635;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3315;"0.0932";"0.0034";"AT1G55690";"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein"
"264551_at";19651;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4474;"0.0033";"0,0001";"AT1G09460";"glucan endo-1,3-beta-glucosidase-related"
"264561_at";19661;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3632;"0.0656";"0.0019";"AT1G55810";"uracil phosphoribosyltransferase, putative / UMP pyrophosphorylase, putative / UPRTase, putative"
"264583_at";19683;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5173;"0.0084";"0,0002";"AT1G05170";"galactosyltransferase family protein"
"264586_at";19686;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.369;"0.0648";"0.0019";"AT1G05160";"CYP88A3 (ENT-KAURENOIC ACID HYDROXYLASE 1); oxygen binding"
"264590_at";19690;0.436;"0.0592";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G17710";"similar to unnamed protein product [Vitis vinifera] (GB:CAO42932.1)"
"264626_at";19726;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6681;"0.0477";"0.0022";"AT1G65620";"AS2 (ASYMMETRIC LEAVES 2)"
"264635_at";19735;6.763;"0.005";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G65500";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G65486.1)"
"264644_at";19744;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5382;"0.0254";"0,0004";"AT1G08960";"CAX11 (cation exchanger 11); cation:cation antiporter"
"264672_at";19772;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5086;"0.0069";"0,0002";"AT1G09750";"chloroplast nucleoid DNA-binding protein-related"
